humanGene,EnsNum,x00511204,x7d9d7119,x93904035,a154c740,a6f657a3,bfe796aa,cbf61237,d578e27f,e1f960fc,e29ce54a
BRCA1,ENSG00000012048.18,0.60361189001,0.476034872689,16108.1080589,3,4926.28140523,3,3.65417487941,4.14383064331,3.0512744134,3.16223332462
SLC25A40,ENSG00000075303.11,1.53322390063,4.65522098878,51076.3704145,32,110790.189312,0,5.29886356833,2.7707138368,7.4720731564,5.26779793344
UBE2B,ENSG00000119048.6,21.2617958555,14.5537845141,422449.274118,7,333289.869216,0,18.0343316729,46.0983432145,21.1657725403,18.0602030646
PRDX4,ENSG00000123131.11,24.8357067118,68.8218050307,863860.073087,0,764199.201169,0,25.914554726,39.9007861996,66.1545214465,34.0932643918
SMG5,ENSG00000198952.8,15.8978737477,47.2430860026,639948.826764,18,1242578.24707,9,23.161246475,33.8033973973,30.6596828172,43.9081109179
APLF (C2ORF13),ENSG00000169621.8,0.749005339653,0.815538976503,10883.7155741,0,17728.2888021,0,0.15544570132,0.330937582355,0.734703944755,0.620683148481
WDR73,ENSG00000177082.11,0.341524110711,0.843595706813,19829.8112951,8,16525.6940558,2,0.731645257752,1.06110017708,0.970104125353,1.29544284201
BRSK2,ENSG00000174672.14,0.0225707971581,2.2330429872,2540.21007392,3,780.540239776,1,0.0160670009984,0.0233222674934,1.90835303485,0.0253240825752
LIG3,ENSG00000005156.10,0.701905842861,4.42280675674,68757.3769724,0,145297.678271,1,5.80672612239,7.26936609869,4.19117611362,6.10717135718
FANCD2,ENSG00000144554.9,0.18597065264,3.85872168975,32112.4464254,6,292405.764755,11,2.11647379436,3.20057061017,6.60776874886,3.27590192129
NHEJ1 (XLF Cernunnos) ,ENSG00000187736.11,0.245561416093,0.356860854896,4995.51692642,15,5611.79847619,2,0.160533060634,0.17836396082,0.135034697405,0.218663556362
ATR,ENSG00000175054.13,3.35402298643,6.06206342927,64790.2719652,0,102169.961867,0,3.35278844079,2.4392971592,6.59037793972,3.55798293743
APTX (aprataxin),ENSG00000137074.17,4.12851511304,7.73470749009,163827.258634,0,396272.18387,0,10.9073708111,7.41209852015,6.34557125177,8.37638309887
MLH3,ENSG00000119684.14,1.69909441656,3.16844394791,72427.5287392,23,64642.2277424,4,3.52770478287,1.96357150254,3.1232560942,3.8484823272
PMS2,ENSG00000122512.13,2.68781551014,12.6546209539,61479.6666504,19,71770.522067,2,5.31868860888,5.50825029241,4.31838239948,7.39734081082
PIAS2,ENSG00000078043.14,1.52632662376,1.21955851734,31014.2736549,0,50299.0108581,0,1.45068944681,2.05346131596,2.65165326833,1.85403291172
XPC,ENSG00000154767.13,5.66656609639,10.7402716937,197873.863609,0,274542.444856,0,13.2772453043,11.5725110746,7.4682054281,12.0476340753
HDAC1,ENSG00000116478.10,7.21041115928,51.1462594763,608206.066435,123,698831.089437,53,28.8156022427,36.1780863051,26.6012938908,48.4241445348
CHAF1A,ENSG00000167670.14,3.09147940226,4.33242779825,70273.1352447,6,376357.346108,3,4.60514669892,9.48710130303,7.24765415366,9.28933767505
PTTG1,ENSG00000164611.11,0.224460018414,8.18527779766,56994.2667252,1,420869.224958,0,6.42570192889,9.46393979797,16.5040933359,5.64470403927
POMP,ENSG00000132963.7,54.9140524462,105.606942038,1331093.55967,0,1807881.58753,0,51.4067874025,42.4280552101,58.5524029113,48.7357535671
RAD51,ENSG00000051180.15,0.148338153995,4.88238953534,30593.0311049,0,156084.363051,0,1.79328381933,3.82311380105,6.28046854499,3.19475024258
CCNB2,ENSG00000157456.6,0.139063024618,18.536709041,39529.2548682,0,993414.108725,0,4.70211453486,5.1921062703,16.6694436106,5.8527290992
PIF1,ENSG00000140451.11,0.0836588341828,0.803596562946,4411.7444511,0,18074.8519295,0,0.324560925692,0.345776659164,0.484958391221,0.567355176456
SHPRH,ENSG00000146414.14,0.849836007804,1.10153143651,14657.6534597,2,81306.1264035,0,1.20031996336,0.672442183365,1.30340415067,0.847998521748
HUS1B,ENSG00000188996.4,0.0304012122502,0.080605737261,2443.91221467,1,4005.06891535,0,0.0946797018587,0.0349037642291,0.0221396374019,0.113698954157
NBN,ENSG00000104320.12,12.2802427618,47.4285882691,236340.126647,10,844079.171392,4,20.44214344,16.2086197849,51.2512286011,14.1417229896
TIMELESS,ENSG00000111602.10,2.10491033425,5.90960628241,72678.8744212,3625,265968.061342,1722,8.8501552576,17.1625672246,10.9818671077,11.2007703385
POLD3,ENSG00000077514.7,3.25586330632,9.96653480914,93778.6975549,0,161127.810828,0,3.28221001931,4.4005960007,7.44901525657,5.31785504237
TERT,ENSG00000164362.17,0,0.386102778676,325.60788822,1,4002.03214299,0,0.0180205547918,0.00775051090443,0.0319552283774,0.189354573241
WRN,ENSG00000165392.8,2.65761040972,7.91474433938,122716.145817,583,26413.4437142,113,3.66158226266,4.26725466827,4.13462837023,3.81300495149
DLD,ENSG00000091140.11,35.1100582531,29.9295493453,241755.449,0,585294.452667,0,17.0295455715,14.7655964669,41.5897935165,23.8771737454
RAD51D (RAD51L3),ENSG00000185379.19,1.11093247967,1.73745255121,30182.4455705,2,45009.526222,1,1.45211917622,2.58891198849,1.32195904192,1.68736261953
SIRT5,ENSG00000124523.13,2.47044551232,9.0163580576,40925.284073,1,150928.816062,2,3.56090311532,3.70653289074,2.46787299696,2.90240979605
HUS1,ENSG00000136273.10,3.23772546552,4.20465373202,84559.830698,0,121745.537392,0,2.59884270048,2.95067164146,3.11575511162,5.13838791605
DDX11,ENSG00000013573.15,0.638184033726,3.93244834577,79990.4083304,0,103009.820096,0,2.54131283756,2.49289528163,3.90774911176,2.9202622774
PRDX2,ENSG00000167815.10,92.5159872172,38.4597915721,1517607.59934,7,1543861.49868,8,126.06598102,177.010071064,154.346884109,105.173117029
XAB2 (HCNP),ENSG00000076924.10,5.96151312763,6.06945603327,297513.494783,0,222697.858825,1,13.1132154098,21.2912588336,10.2757670792,21.2524545766
ATAD2,ENSG00000156802.11,1.15355260096,12.7100118514,105507.446475,0,394558.438607,0,7.04097861106,11.1254522582,11.5075648682,10.6122884128
TP53BP1,ENSG00000067369.12,2.43465947154,6.02460010636,99267.1201845,1,135999.813163,0,7.90464679349,5.10303995031,9.23988163638,6.29012120752
PIAS1,ENSG00000033800.12,2.29603067834,3.98252097516,81361.6840213,2667,123906.354986,2155,4.45530680249,3.0726632924,4.41395666242,3.08044575091
NPRL3,ENSG00000103148.14,5.82298903876,6.35778776269,101655.876437,0,116582.524792,0,10.1844173819,17.9098322819,6.21494360566,16.2524359938
FANCM,ENSG00000187790.9,0.752535911997,1.9639115476,15855.9916242,0,19088.5779706,0,1.06581749878,0.644295541576,1.57710274283,0.903741982292
GTF2H1,ENSG00000110768.10,8.19110915448,8.79738115706,143824.181004,1,373565.999541,0,5.99786252866,5.71524617585,5.65611261835,6.40174486864
MSH6,ENSG00000116062.13,3.09968331988,14.0008094012,133852.71407,420,446607.605621,4,5.9501020676,7.21840833137,14.268616671,7.17009483108
CLSPN,ENSG00000092853.12,0.0777447374814,7.07829970292,8147.8795699,0,140592.139477,0,1.09147746169,1.46781584741,2.24373011648,1.0768936242
SAC3D1,ENSG00000168061.12,3.59620434695,8.07958144793,87364.3449427,0,148413.710821,0,6.21211507237,11.5283863483,5.95502521257,12.200019693
GTF2H2,ENSG00000145736.13,0.240641223061,0.319698132167,3637.9813569,1,11326.4316033,0,0.0703097963813,0.486584864398,0.221019979768,0.772375761944
CCNH,ENSG00000134480.12,13.113132329,2.28207889344,157073.804261,7,79174.7763918,6,6.05426189806,5.99215615458,4.48505819706,5.24769877917
PIAS3,ENSG00000131788.14,4.12132562843,10.6411076307,271406.496656,2,277079.346602,0,15.7681042047,7.87749992056,11.7243894061,14.4999688614
SUPT3H,ENSG00000196284.12,1.03870808521,2.04086160624,26951.11645,0,36921.1279183,3,1.58481633515,0.969157833855,1.30796128743,1.53000273725
RAD23B,ENSG00000119318.11,78.7538792106,72.3345107144,874120.939604,27,1690780.19705,1,77.1056339668,43.1913283776,49.5536296458,50.7622305251
ZMIZ1,ENSG00000108175.15,11.2877708826,19.40526633,506126.300392,2,371926.52599,0,25.8792021661,21.0778707822,19.496001775,18.6957148423
PPP2R5B,ENSG00000068971.12,8.70871811374,9.42910101675,187875.751503,0,71743.6441515,0,4.43510621012,7.01008917017,4.89354189256,7.31835981585
MCM3AP,ENSG00000160294.9,6.93137895325,11.5671754974,214692.204923,1,366907.342533,0,10.1934577365,12.4854139424,13.5685996515,13.3267281105
PPP2R5D,ENSG00000112640.13,18.0112734209,36.780146345,289353.601591,2,467006.263009,0,17.8547845384,23.9822510685,22.5013939997,20.572340189
PRDX3,ENSG00000165672.6,64.9534533533,47.7715113499,766238.359071,3,1725590.81362,0,69.8952048379,66.8306980543,72.0574897441,75.7956980342
CETN2,ENSG00000147400.8,20.0980317007,25.5159921997,614818.849317,0,800465.241311,0,44.6834735502,52.5418872537,42.8438730012,40.8721104288
FANCC,ENSG00000158169.10,0.756187888123,2.80007570887,30584.4246633,1,99263.8069437,0,1.77503072065,1.11461985965,1.38390222732,2.10634785207
RPA4,ENSG00000204086.4,0.0599254664546,0.0680941324389,2890.39617697,2,657.883916383,0,0.0177741198544,0.0573339075879,0.00727343856953,0
MNAT1,ENSG00000020426.9,5.29297690512,8.65755670905,92941.3808212,0,35913.8234198,0,6.9229392054,3.67020079684,5.06705556398,3.77415318828
ERCC1,ENSG00000012061.14,6.4742287485,8.91150614152,288058.182362,0,138640.540463,0,9.35359869728,11.885886624,6.06805135408,12.0979309984
SMG7,ENSG00000116698.19,7.21050995549,19.1385148666,296974.856289,0,506084.934811,4,24.3204327002,15.5889771078,20.1405947841,19.4352483649
UVSSA (KIAA1530),ENSG00000163945.14,0.692472056809,1.13959835438,47988.6977019,28,30179.4794286,0,2.21856427823,3.71242543385,1.90123782746,4.59914447706
OBFC2B (SSB1),ENSG00000139579.11,7.7903106391,9.74890206291,286867.693909,1,296830.816267,0,16.7453364879,32.3567965824,21.6853406267,21.3151364426
MCM10,ENSG00000065328.15,0.134266446659,14.1185663376,8451.07890883,0,223597.300932,0,0.874431947074,1.84654288069,3.17054708338,1.83765361367
RAD9A,ENSG00000172613.6,1.42763188493,4.14194388696,82919.4969454,1,97177.1394934,0,3.25229301745,5.06309700589,6.1754267446,5.35790526155
XRCC4,ENSG00000152422.14,2.09604770559,1.91864633255,40065.1826823,0,86291.9486735,0,4.19126498899,4.39182874178,3.90939169033,3.01225041259
NSMCE2,ENSG00000156831.6,4.30277271006,8.30667974676,182745.966691,0,126185.698425,0,5.59929344421,8.37293575206,7.2419227675,6.4420537494
RRM1,ENSG00000167325.13,14.256436324,32.0322276251,279827.070948,1,1153142.77167,0,27.3890804142,30.0591643706,31.2499100297,25.4919842134
WDHD1,ENSG00000198554.10,0.514880358606,5.272060672,21813.3997047,2,106166.081404,0,2.34935727366,1.49324972533,4.6736826567,2.30284158194
RNASEH2C,ENSG00000172922.7,4.42932998739,4.54943216457,181997.752606,0,91609.0452134,0,2.72626248435,15.0334251212,3.83947843515,8.89480829602
FANCE,ENSG00000112039.3,3.26985630584,3.46140729605,34720.9689544,0,125876.324753,0,1.65562377188,1.77901233693,1.95477221383,2.12183884201
DHX58,ENSG00000108771.11,2.43257162814,7.54309813691,93343.0743871,2,20096.0168993,0,21.08973553,10.9991588271,2.67499014744,8.09189115471
MSH3,ENSG00000113318.9,7.60006096327,3.6795028625,69155.0865588,3,127551.802255,0,4.80478734549,8.12546511768,7.31538942779,4.99922880828
PMS1,ENSG00000064933.15,2.26788411777,2.75359606042,56188.0000824,0,135728.407551,0,2.87048120645,1.98319754353,3.93005994601,3.871879308
FZR1,ENSG00000105325.12,3.4453528266,4.23540339789,198000.274938,4,219870.655736,0,9.71088211116,13.8708924637,7.98679215167,14.616220691
FAAP24 (C19orf40),ENSG00000131944.8,0.900651947306,2.77395000276,29595.0550891,0,89422.246761,0,2.57387254601,3.26063012672,3.04011318438,4.27810305356
HIST3H2A,ENSG00000181218.5,0.313353277104,6.5542821555,55418.0987674,7,10893.6755763,0,4.80199126347,13.1912829615,3.67654034509,3.86301195269
REV3L,ENSG00000009413.14,5.8322309509,5.69772971996,50362.2940045,2,189380.026148,2,2.75267829948,1.58510142965,4.15416663198,2.27611427477
RAD51L1,ENSG00000182185.17,0.283397685413,2.50519378779,10586.9087379,6,15304.5778274,3,1.32204079388,0.555043141212,0.836158466875,0.914417160622
ZSWIM7,ENSG00000214941.6,7.13579059713,6.08829132553,152512.919548,0,181076.185098,0,5.33098572516,7.16505808777,9.67495233122,12.5543520861
POLM,ENSG00000122678.13,2.38553305508,3.32756261187,119807.254357,1,36996.6232719,0,4.94981707272,5.81654856369,5.02971164053,12.7398195764
NUP107,ENSG00000111581.8,3.58803730397,3.80050376675,167823.628025,0,272579.809543,0,5.75548218536,6.72311733853,22.9536083557,6.81459191434
MMS19,ENSG00000155229.19,6.60091973455,12.5213727547,270929.960451,0,184458.322563,0,11.1687962298,14.0193902041,7.66266515053,17.9192325055
DOT1L,ENSG00000104885.16,0.874958593782,2.63975514836,139117.838231,0,60160.3091279,0,2.16714330759,3.012044363,1.90854202124,5.2418828958
MRPL2,ENSG00000112651.10,9.63433454383,14.4666730836,206202.085147,0,159765.515558,0,8.37616773857,9.24351755324,9.71541177717,10.189916116
DDB2 (XPE),ENSG00000134574.10,1.80400495502,3.40085949582,80004.8125657,0,72775.6373992,0,6.06701088452,5.93228567856,2.54874833272,5.70768208113
RMND5B,ENSG00000145916.17,4.99122097044,5.60338990877,144751.260735,0,73963.8871321,0,9.47657631382,17.0147918973,5.79631001672,10.0535456878
PPP2R5E,ENSG00000154001.12,5.1517117374,7.74105085909,109328.365045,0,117536.245927,0,10.0794812897,4.94903694423,12.6086656683,5.42667692831
ERCC2 (XPD),ENSG00000104884.13,1.7150761407,3.90687885445,70606.3289369,1,75619.9312817,0,3.90121263224,4.87002211132,3.57460750237,7.52550461497
BRSK1,ENSG00000160469.15,0.113579118925,0.826608283047,84130.7713057,36855,27187.1684581,15539,3.03913849404,3.42767505005,0.71488376172,2.69027335337
DNAJA2,ENSG00000069345.10,17.6693166085,18.3255000921,317021.011421,0,294161.785183,0,12.1257045893,19.177258219,16.2973848619,8.14141005815
XRCC3,ENSG00000126215.12,0.645473986616,1.26409994628,51588.4573196,0,17670.0591528,1,1.08406267704,1.31295946733,3.81191352509,3.72326084338
POLK (DINB1),ENSG00000122008.14,2.69687634645,2.70023212493,50567.9123211,0,53512.9497323,0,3.78228585397,2.39098451914,3.97160900658,2.34234830598
HELQ (HEL308),ENSG00000163312.9,3.12199898491,3.12796531882,64767.293812,39,61707.8458278,2,3.64797893247,2.91471812451,2.24303207639,2.77255394765
WAPAL,ENSG00000062650.16,7.82455376279,15.9745592124,237150.124425,0,333265.195356,0,14.9645393374,11.8238898563,14.3546505483,11.2619360722
MSH2,ENSG00000095002.11,3.47072714765,28.1254297286,108631.1463,0,664095.658634,0,9.65776638083,7.92235703022,24.3981041478,10.0872852892
ATM,ENSG00000149311.16,1.52126960457,3.88884409536,30486.2087845,49,147078.930299,0,2.87936440873,2.33491355983,1.26344096243,2.38040362063
POLH,ENSG00000170734.10,2.97968378682,13.8001543659,107135.174303,1,240339.490402,0,7.08464367147,5.32097532862,6.25343126912,6.77630242907
CRY1,ENSG00000008405.10,2.64088760504,6.30953612784,263862.375086,0,194382.473239,0,6.32389279736,4.17697111337,3.40038282172,4.06352470247
TUBB,ENSG00000196230.11,136.111268469,405.293140851,4387608.20241,0,14647292.8177,0,213.516760727,198.553995855,325.844677826,220.841206568
PRDX6,ENSG00000117592.8,342.273403137,74.6624688641,1464483.67796,431,1234962.34438,228,62.5189459884,79.9337858276,143.809431793,100.129453921
RNF168,ENSG00000163961.4,4.45826642148,7.60008795919,81329.6688758,2,241891.378487,0,3.80626111803,5.27913722203,10.6123372744,4.23199188432
FANCL,ENSG00000115392.10,3.42360251967,7.39888483814,131689.581485,11,691326.348799,0,13.5936645504,5.68832231402,8.99916138237,8.85817929878
SHFM1,ENSG00000127922.8,4.04635107869,7.84811051214,123397.36043,0,243734.825888,0,4.55611485856,4.43390202514,9.83072639661,8.63326186324
NFATC2IP,ENSG00000176953.9,4.19791573651,7.82477294614,184666.998689,0,211993.862418,0,12.2111734682,14.365411224,14.2870209336,17.3078982636
RBBP7,ENSG00000102054.16,10.4545294291,24.3628130335,432073.56271,4,459383.998512,0,22.8269039426,37.7340879001,23.353169272,19.7467719945
IGHMBP2,ENSG00000132740.7,1.89907649918,2.94481229825,59360.7942877,0,68380.2405711,0,4.07014972889,3.61083895027,4.55442134836,4.60577491984
PCNA,ENSG00000132646.9,13.6634952066,86.8413898937,730897.553094,2,2498245.969,3,52.2508375044,32.1646729421,47.0292329946,102.558041169
HIST1H2AI,ENSG00000196747.4,0,0.586629371575,2988.08352291,53,16322.84548,14,5.26439040937,2.24046776849,0.902311265882,0.579231749557
HSPA14,ENSG00000187522.12,2.55473034657,20.6123492305,133933.287912,3,246243.573983,0,5.13058934129,5.46150094547,12.6912898098,6.09556659584
POLI,ENSG00000101751.9,4.39731820047,1.3023035782,72470.9899156,0,39498.041657,0,4.24946157229,4.75016055391,4.04815123274,6.34532042138
CDC20B,ENSG00000164287.11,0.00346544067576,0.00262521862902,334.298490219,1,285.336663022,0,0.107925594312,0,0.509787802942,13.0383314701
GTF2H3,ENSG00000111358.12,5.31441111166,14.9132284648,143931.506657,0,208675.641645,0,9.8670384273,9.991595571,10.165340271,9.38125442363
PRRC2A,ENSG00000204469.11,18.3907739256,49.8988423711,867011.037984,1,1480589.58705,0,39.6004660377,34.1749590808,43.1044956074,48.8668500118
MDC1,ENSG00000137337.13,2.98899071396,12.0591240793,124318.577631,0,661481.719051,0,8.41387688526,7.41126073889,8.54791385459,5.9903797012
PALB2 (FANCN),ENSG00000083093.8,1.83475190531,4.93552162794,75250.5643265,1,219982.966184,0,5.85568696868,6.67744964919,4.61559203904,5.82257046764
PPP2R5C,ENSG00000078304.18,7.72216109541,12.5843967623,142527.338953,20,189580.514506,8,8.8874330979,6.84405315336,9.28275842462,6.9937906445
RMI1,ENSG00000178966.14,1.23507633742,5.24352650287,52857.3542866,0,257891.620772,0,9.84737935408,3.18794182482,5.10870396978,8.78408444184
RBBP4,ENSG00000162521.17,9.26610971899,33.9532060918,338533.455507,0,633796.472843,0,28.7319116669,28.6834213999,32.6821785452,24.0015450648
CRY2,ENSG00000121671.10,22.7828891142,4.48703723024,242743.551619,0,65881.7687103,0,8.8124659597,9.2672308848,5.85995136571,9.35777541582
ERCC4,ENSG00000175595.13,1.10500860129,2.50848266608,24813.2198203,9,41458.3513406,21,2.97105128262,1.97911769512,2.15933431575,1.59337571
FBXO18,ENSG00000134452.18,10.2781689798,38.7062171746,214404.242878,7,503925.67788,0,10.8858763176,9.37816463242,9.07249244027,11.2101588308
CCNK,ENSG00000090061.16,0.835894645218,1.54357745472,24501.5578602,0,38361.3552265,0,1.71695403032,0.796480970229,2.12575533083,1.26182324732
PFDN4,ENSG00000101132.8,7.25780839289,7.49414715287,159052.281779,0,257354.194916,0,6.13517619603,9.03013398984,33.8903200151,8.17265204026
RAD9B,ENSG00000151164.17,0.10785829708,0.226551906961,4098.8206747,22,10576.2395494,0,0.449330644778,0.140718841783,0.167806329741,0.385048770961
GTF2H4,ENSG00000213780.9,0.973374979982,1.51989113289,31725.1587748,0,48523.4822305,0,1.13715087245,0.980694905482,0.98854468956,1.66747191232
VPS53,ENSG00000141252.18,2.4139935738,3.21914937794,49838.8997719,44,50187.9269615,0,1.37318024389,2.51473613062,3.10280942738,2.70734787785
SWSAP1 (C19orf39),ENSG00000173928.2,0.758676333024,1.11441466153,51468.7331908,1563,38851.873803,1494,2.73324588925,4.7269832123,3.31502943639,4.2791834711
BTBD12 (SLX4),ENSG00000188827.9,0.520502654737,1.71047768366,33357.3677445,0,43305.0116069,0,2.15114228582,4.49546954051,2.58338720912,4.20531284872
CCNB1,ENSG00000134057.13,1.25473337893,19.3148110454,97340.8897545,56,803125.036046,0,13.1700808335,21.9091733118,43.5676126906,15.687685058
NUP153,ENSG00000124789.10,7.57843486053,30.8795786261,303093.749688,1,1690670.01958,411,13.9672747811,9.19921121032,14.3967765262,10.3914496065
UBE2V2,ENSG00000169139.10,8.0450346927,19.0373574625,170110.126399,24,379113.822895,2,8.28345017121,10.0543156598,21.1455572931,7.48304405812
FAAP20 (C1orf86),ENSG00000162585.15,1.34168046918,2.68151316701,74397.6042962,184,28346.3834034,0,3.44563264829,4.95382609226,1.90322086776,5.44664271316
DNAJA4,ENSG00000140403.11,5.51030620536,7.01624749233,210328.105764,0,125426.152579,0,13.1339176771,9.06486396893,19.0004595247,11.6965793702
PSMD4,ENSG00000159352.14,36.9467127635,63.5419260827,863967.776981,0,1577506.52509,0,58.1391636594,44.8002267157,41.9001963248,96.4440955293
POLE3,ENSG00000148229.11,13.0616345047,33.8995812322,604896.428802,143,1156261.30027,10,29.6815515311,24.1119465736,36.9896248948,32.5740153689
